frame,time,phase,age,camera_pitch,barrel_pitch,sample_pitch,aim_weight,jump_weight,x,y,z,foot_x,foot_y,foot_z
1263,5.352132,3,0.614015,-45.000000,-45.000000,-45.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.812423,8.609400,6.132371
1264,5.364622,3,0.626504,-45.000000,-45.000000,-45.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.810907,8.606259,6.132371
1265,5.376969,3,0.638851,-45.000000,-45.000000,-45.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.816216,8.611891,6.132371
1266,5.389555,3,0.651437,-45.000000,-45.000000,-45.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.823011,8.619398,6.132371
1267,5.401690,3,0.663572,-45.000000,-45.000000,-45.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.829190,8.625761,6.132371
1268,5.414259,3,0.676142,-45.000000,-45.000000,-45.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.833225,8.626703,6.132371
1269,5.426821,3,0.688703,-45.000000,-45.000000,-45.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.837255,8.627646,6.132371
1270,5.438737,3,0.700619,-45.000000,-45.000000,-45.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.839754,8.628221,6.132371
1271,5.452638,3,0.714521,-45.000000,-45.000000,-45.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.840795,8.628436,6.132371
1272,5.465641,3,0.727523,-45.000000,-45.000000,-45.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.841769,8.628632,6.132371
1273,5.478810,3,0.740693,-45.000000,-45.000000,-45.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.843827,8.629586,6.132371
1274,5.491606,3,0.753488,-45.000000,-45.000000,-45.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.845922,8.630573,6.132371
1275,5.504905,3,0.766787,-45.000000,-45.000000,-45.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.848195,8.631537,6.132371
1276,5.518004,3,0.779886,-45.000000,-45.000000,-45.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.850638,8.632382,6.132371
1277,5.531020,3,0.792902,-45.000000,-45.000000,-45.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.853050,8.633226,6.132371
1278,5.543786,3,0.805668,-45.000000,-45.000000,-45.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.854165,8.634490,6.132371
1279,5.556606,3,0.818489,-45.000000,-45.000000,-45.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.855012,8.635864,6.132371
1280,5.569065,3,0.830947,-45.000000,-45.000000,-45.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.855846,8.636689,6.132371
1281,5.581819,3,0.843701,-45.000000,-45.000000,-45.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.856724,8.635324,6.132371
1282,5.594707,3,0.856589,-45.000000,-45.000000,-45.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.857631,8.633954,6.132371
1283,5.610398,3,0.872280,-45.000000,-45.000000,-45.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.859223,8.633309,6.132371
1284,5.623796,3,0.885678,-45.000000,-45.000000,-45.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.860813,8.633217,6.132371
1285,5.637458,3,0.899340,-45.000000,-45.000000,-45.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.862094,8.633709,6.132371
1286,5.650923,3,0.912805,-45.000000,-45.000000,-45.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.862579,8.635536,6.132371
1287,5.664560,3,0.926443,-45.000000,-45.000000,-45.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.863078,8.637388,6.132371
1288,5.678802,3,0.940684,-45.000000,-45.000000,-45.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.861965,8.635247,6.132371
1289,5.692157,3,0.954039,-45.000000,-45.000000,-45.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.860669,8.632577,6.132371
1290,5.705444,3,0.967326,-45.000000,-45.000000,-45.000000,1.000000,0.000000,6000.000000,-1000.000000,90.000000,19.859961,8.631151,6.132371
